b1	b2	bw1	bw2	e1	e2	ew1	ew2	first1	first2	gid1	gid2	id1	id2	len1	len2	matches	s1	s2	score	seq1	seq2	tok1	tok2	uid1	uid2	ch_match	align_len	matches_percent	w_match	series_b1	series_b2
730	45	149	10	1474	932	300	193	true	false	-7831349301000718058	5858410471597933659	Shia003895Vols-ara1.ms129	Sham19Y0018197-ara1.ms15	1474	1450	684	وقال ابو عبيد في حديث النبي عليه السلام---------------- كل مولود يولد علي الفطرة حتي يكون ابواه يهودانه او ينصرانه قال ابو عبيد ف----------------------------------------------------------------------------------------------------------------سال--ت عن------ هذا الحديث فقال كان هذا في اول الاسلام قبل ان تنزل الفراءض وقبل ان يءمر المسلمون بالجهاد قال ابو عبيد كانه يذهب الي انه لو كان يولد علي الفطرة ثم مات قبل ان يهوده ابواه او ينصرا-ه ما ورثهما ولا ورثاه لانه مسلم وهما كافران وكذلك ما كان يجوز ان يسبي يقول فلما نزلت الفراءض وجرت السنن بخلاف ذلك علم انه يولد علي دينهما هذا قول محمد بن الحسن فاما عبد الله ابن المبارك ف----------انه سءل عن تاويل هذا الحديث فقال تاويله الحديث الاخر ان النبي عليه السلا--------م سءل عن اطفال المشركين فقال الله اعلم بما كانوا عا-------------ملين يذهب الي انهم يولدون علي ما يصيرون اليه من اسلام او كفر فمن كان في علم الله ان -يصير مسلما فانه يولد علي الفطرة ومن كان في علمه انه	وقال ابو عبيد في حديث النبي صلي- الله عليه وسلم انه قال كل مولود يولد علي الفطرة حتي يكون ابواه يهودانه او ينصرانه حدثنيه احمد بن سعيد عن ابي عبيد عن اسماعيل بن جعفر عن العلاء بن عبد الرحمن عن ابيه عن ابي هريرة قال وقال ابو عبيد سالت محمد بن الحسن عن تفسير هذا الحديث فقال كان هذا في اول الاسلام قبل ان تنزل الفراءض وقبل ان يءمر المسلمون بالجهاد قال ابو عبيد كانه يذهب الي انه لو كان يولد علي الفطرة ثم مات قبل ان يهوده ابواه او ينصرانه ما ورثهما ولا ورثاه لانه مسلم وهما كافران وكذلك ما كان يجوز ان يسبي----- فلما نزلت الفراءض وجرت السنن بخلاف ذلك علم انه يولد علي دينهما قال و------------------اما عبد الله ب-ن المبارك فانه بلغني انه سءل عن تاويل هذا الحديث فقال تاويله الحديث الاخر ان النبي صلي- الله عليه وسلم سءل عن اطفال المشركين فقال الله اعلم بما كانوا عاملين قال ابو عبيد يذهب الي انهم يولدون علي ما يصيرون اليه من اسلام او كفر فمن كان في علم الله انه يصير مسلما فانه يولد علي الفطرة ومن كان في علمه انه	1258.5	129	15	300	300	-8199147451280645092	-6002786081597273557	542	913	74.91785430908203	130	Shia003895Vols-ara1	Sham19Y0018197-ara1
1	932	0	193	212	1147	41	235	true	false	-7831349301000718058	5858410471597933659	Shia003895Vols-ara1.ms130	Sham19Y0018197-ara1.ms15	1563	1450	196	يموت كافرا ولد علي ذلك قال ومما يشبه هذا الحديث حديثه الاخر انه قال يقول الله تعال-----ي خلقت عبادي جميعا حنفاء فاجتالتهم الشياطين عن دينهم وجعلت ما نحلت لهم من رزق فهو لهم حلال فحرم عليهم الشيطا-ن ما احللت كانه--- يريد	يموت كافرا ولد علي ذلك قال ومما يشبه هذا الحديث حديثه الاخر انه قال يقول الله عز وجل اني خلقت عبادي جميعا حنفاء فاجتالتهم الشياطين عن دينهم وجعلت--- نحلت--هم من رزق فهو لهم حلال فحرم عليهم الشياطين ما احللت لهم قال يريد	358.5	130	15	300	300	-7016372756643224832	-6002786081597273557	157	220	89.09091186523438	36	Shia003895Vols-ara1	Sham19Y0018197-ara1
315	860	66	169	1011	1511	206	298	true	false	-7831349301000718058	5858410471597933659	Shia003895Vols-ara1.ms166	Sham19Y0018197-ara1.ms31	1492	1520	494	قاءما اي علي الحق وقال ابو عبيد في حديث النبي--------- عليه السلام حين ذكر مكة فقال لا يختلي خلاها ولا تحل لقطتها الا لمنشد قال ابو عبيد اما قوله لا تحل لقطتها الا لمنشد فقال ا-------------------------------------------------------------------نما معناه لا تحل لقطتها كانه يريد البتة فقيل له الا لمنشد فقال الا لمنشد وهو يريد المعني الاول نشد قال ابو عبيد ومذهب عبد الرحمن في هذا التفسير كالرجل يقول والله لا فعلت كذا وكذا ثم يقول ان شاء الله وهو لا يريد الرجوع عن يمينه ولكنه لقن شيءا فلقنه فمعناه انه ليس يحل للملتقط منها الا انشادها فاما الانتفاع بها فلا و----قال غيره لا يجعل لقطتها الا لمنشد يعني طالبها الذي يطلبها وهو ربها فيقول ليست تحل الا لربها فقال ابو عبيد هذا حسن في المعني ولكنه لا يجوز في العربية ان يقال للطالب منشد-- انما المنشد هو المعرف والطالب هو الناشد يقال ------	وانما ا--ردت اهله وقال ابو عبيد في حديث النبي صلي الله عليه وسلم و-----ذكر مكة فقال لا يختلي خلاها ولا تحل لقطتها الا لمنشد قال ابو عبيد المنشد المعرف ويق------------------ال انشدت الضالة اذا عرفتها ونشدتها طلبتها قال وقال عبد الرحمن بن مهدي انما معناه لا تحل لقطتها كانه يريد البتة فقيل له الا لمنشد فقال الا لمنشد وهو يريد المعني الاول قال------------- ومذهبه---------- في هذا التفسير كالرجل يقول والله لا فعلت كد-----ا ثم يقول ان شاء الله وهو لا يريد الرجوع عن يمينه ولكن- لقن شيءا فلقنه فمعناه انه ليس يحل -لملتقط منها الا انشادها فاما الانتفاع فانه لا يحل وقال غيره المنشد الطالب----------- يعني----------------------- ربها اي لا -----تحل الا له فهذا ا---------------حسن في المعني ولكنه لا يجوز----------- ان يقال للطالب منشد و انما المنشد--- المعرف و----------الناشد الطالب قال	811.5	166	31	300	300	1067833458461002318	36328923901098880	391	784	63.01020431518555	88	Shia003895Vols-ara1	Sham19Y0018197-ara1
1113	1	221	0	1378	181	275	39	true	false	-7831349301000718058	5858410471597933659	Shia003895Vols-ara1.ms218	Sham19Y0018197-ara1.ms22	1492	1507	180	الشرب ان يستقصي ماء في الاناء ولا يسءر فيه سءرا وانما اخذ من الشفافة وهي البقية تبقي في الاناء من الشراب فاذا شربها صاحبها قيل اشتفها وتشافها تشافا قال ذلك الاصمعي قال ويقال في مثل من الامثال ليس الري عن التشاف يقول ليس من لا يشتف لا يروي وقد يكون الري دون ذلك قال	الشرب ان يستقصي ما- في الاناء---- يسءر فيه----- وانما اخذ من الشفافة وهي البقية تبقي في الاناء من الشراب ----------------------------------------------------------------يقال في مثل -----------ليس الري عن التشاف يقول ليس من لا يشتف لا يروي وقد يكون الري دون ذلك قال	319.5	218	22	300	300	4029237962376719033	-7258329799342600138	141	265	67.92453002929688	37	Shia003895Vols-ara1	Sham19Y0018197-ara1
38	188	9	40	196	336	43	71	true	false	-7831349301000718058	5858410471597933659	Shia003895Vols-ara1.ms219	Sham19Y0018197-ara1.ms22	1473	1507	144	لا يولج الكف ليعلم البث قال فاحسبه كان بجسدها عيب او داء تكتءب له لان البث هو الحزن فكان لا يدخل يده في ثوبها ليمس ذلك العيب فيشق عليها تصفه بالكرم و اما قول	لا يولج الكف ليعلم البث -----احسبه كان بجسدها عيب او داء تكتءب له لان البث--- الحزن فكان لا يدخل يده في ثوبها ليحس ذلك العيب فيشف عليها تصفه بالكرم هذ--ا قول	265.5	219	22	300	300	4923765506920103724	-7258329799342600138	113	158	91.13924407958984	27	Shia003895Vols-ara1	Sham19Y0018197-ara1
362	1301	71	255	638	1525	125	300	true	false	-7831349301000718058	5858410471597933659	Shia003895Vols-ara1.ms241	Sham19Y0018197-ara1.ms30	1559	1525	208	قيلة لا تخبرها فتتبع اخا بكر بن واءل بين سمع الارض وبصرها -------------قال بعضهم يقول بين طولها وعرضها وهذا معني تخرج منه ولكن الكلام لا يوافقه ولا ادري ما الطول والعرض من السمع والبصر ولكن وجهه عندي والله اعلم انها ارادت ان الرجل يخلو بها ليس معهما احد يسمع كلامهما ولا يبصرهما الا الارض	قيلة لا تخبرها فتتبع اخا بكر بن واءل بين سمع الارض وبصرها قال ابو عبيد قال بعضهم -----بين طولها وعرضها -----------------------------------------ولا ادري ما الطول والعرض من السمع والبصر ولكن وجهه عندي----------- انها ارادت ان الرجل يخلو بها ليس------ احد يسمع كلامها -ولا يبصرها- الا الارض	375.5	241	30	300	300	3483442645203160472	7104840020996539020	167	289	71.97232055664062	39	Shia003895Vols-ara1	Sham19Y0018197-ara1
638	1	125	0	1109	325	217	65	true	false	-7831349301000718058	5858410471597933659	Shia003895Vols-ara1.ms241	Sham19Y0018197-ara1.ms31	1559	1520	285	القفر فصارت الارض خاصة كانها هي التي تسمعها وتبصرها دون الاشياء والناس وانما هذا مثل ليس علي ان الارض تسمع وتبصر وقد روي عن النبي--------- عليه السلام انه اقبل من سفر فلما راي احدا قال هذا جبل يحبنا ونحبه والجبل ليست له محبة ومنه قول الله تعالي- جدارا يريد ان ينقض فاقامه والجدار ليست له ارادة والعرب تكلم بكثير من هذا النحو كان الكساءي يحكي عنهم---- انهم يقولون منزلي ينظر الي منزل فلان ودورنا تناظر ويقولون اذا اخذت في طريق كذا وكذا فنظر اليك الجبل فخذ يمينا عنه وانما يراد بهذا كله	القفر فصارت الارض خاصة كانها هي التي تسمعها وتبصرها و------------------------هذا مثل ليس علي ان الارض تسمع وتبصر وهو كقول-- النبي صلي الله عليه وسلم ف------------------------ي احد -----هذا جبل يحبنا ونحبه وكقو-----------------------ل الله عز وجل جدارا يريد ان ينقض و-----------------------------------------------------------كان الكساءي يحكي عن العرب انهم يقولون منزلي ينظر الي منزل فلان ودورنا تناظر و-------اذا اخذت في طريق -----كذا فنظر اليك الجبل فخذ يمينا عنه ------------هذا كله	454.0	241	31	300	300	3483442645203160472	36328923901098880	226	485	58.76288604736328	50	Shia003895Vols-ara1	Sham19Y0018197-ara1
1050	1153	205	231	1374	1390	266	276	true	false	-7831349301000718058	5858410471597933659	Shia003895Vols-ara1.ms256	Sham19Y0018197-ara1.ms22	1542	1507	206	وقال ابو عبيد في حديث النبي--------- عليه السلام في--- المختالات المتبرجات----- لا يدخلن الجنة منهن الا مثل الغراب الاعصم قال ابو عبيد الغراب الاعصم هو الابيض اليدين ولهذا قيل للوعول عصم والانثي منهن عصماء والذكر اعصم وانما هو لبياض في ايديها فوصف قلة من يدخل الجنة منهن قال ابو عبيدة وهذا الوصف في الغربان عزيز لا يكاد يوجد انما ارجلها حمر	وقال ابو عبيد في حديث النبي صلي الله عليه وسلم انه ذكر المختالات المتبرجات فقال لا-يدخل- الجنة منهن الا مثل الغراب الاعصم قال ابو عبيد الا-------عصم هو الابيض اليدين ومنه- قيل للوعول عصم قال---------------------------------------------------------------------------------------------- وهذا الوصف في الغربان عزيز لا يكاد يوجد انما ارجلها حمر	342.5	256	22	300	300	960218097822932417	-7258329799342600138	166	341	60.41055679321289	34	Shia003895Vols-ara1	Sham19Y0018197-ara1
849	745	172	150	1244	1021	252	208	true	false	-7831349301000718058	5858410471597933659	Shia003895Vols-ara1.ms306	Sham19Y0018197-ara1.ms33	1475	1480	237	----------عرض وقال ابو عبيد في حديث عمر رضي الله عنه في اسيفع جهينة انه خطب فقال الا ان الاسيفع اسيفع جهينة رضي من دينه وامانته بان يقال سابق الحاج او قال سبق الحاج فادان معرضا فاصبح قد رين به فمن كان له عليه دين فليغد بالغداة فلنقسم ماله بينهم بالحصص قال ابو زيد الانصاري قوله فادان معرضا يعني فاستدان معرضا وهو الذي يعترض الناس فيستدين ممن امكنه قال----- الاصمعي وكل شء امكنك من عرضه فهو معرض لك ومن هذا قول	عمر بن الخطاب وقال ابو عبيد في حديث عمر---------------------------- انه قال--------- ان الاسيفع اسيفع جهينة رضي من دينه وامانته بان يق------------------ال سبق الحاج فادان معرضا فاصبح قد رين به قال ابو عبيد قال ----------------------------------------------ابو زيد اراد ---------------------------استدان معرضا وهو الذي يعترض الناس فيستدين -من امكنه قال وقال الاصمعي -كل شء امكنك من عرضه فهو معرض لك---- هذا قول	392.0	306	33	300	300	7641615333165332156	-7971019622002493242	185	410	57.80487823486328	43	Shia003895Vols-ara1	Sham19Y0018197-ara1
180	1	34	0	672	333	138	72	true	false	-7831349301000718058	5858410471597933659	Shia003895Vols-ara1.ms351	Sham19Y0018197-ara1.ms36	1478	1437	318	في بءر ولا فحل قال فاظن الفحل فحل النخل قال ابو عبيد وتاويل البءر عندنا ان تكون البءر بين نفر ولكل رجل من اولءك النفر حاءط علي حدة ليس يملكه غيره وكلهم يسقي حاءطه من هذه البءر فهم شركاء فيها وليس بينهم في النخل شرك فقضي عثمان انه اذا باع رجل منهم حاءطه فليس-- لشركاءه في البءر شفعة في الحاءط من اجل شركه في البءر واما قوله في الفحل فانه من النخل كما قال ابن ادريس ومعناه الفحل يكون للرجل في حاءط قوم اخرين لا شرك له فيه الا ذلك الفحل ف----ان باع القوم حاءطهم فلا شفعة لرب الفحل فيه من اجل فحله ذلك	في بءر ولا فحل نخل -----------------------------------تاويل البءر عندنا ان تكون البءر بين نفر و----------------------------------------------------------------------------------هم شركاء فيها وليس بينهم في النخل شرك فقضي عثمان انه ----باع رجل منهم حاءطه لم يكن لشركاءه في البءر شفعة في الحاءط من اجل شركه في البءر و----قال---- الفحل -----من النخل------------------ ومعناه ان--- يكون -لرجل في حاءط قوم------ لا شرك ل----ه الا ذلك الفحل فانه ان باع القوم حاءطهم فلا شفعة لرب الفحل فيه من اجل فحله ذلك	530.0	351	36	300	300	2176256955912528118	9116902423343134821	248	498	63.85542297363281	61	Shia003895Vols-ara1	Sham19Y0018197-ara1
1326	271	261	56	1511	448	299	93	true	false	-7831349301000718058	5858410471597933659	Shia003895Vols-ara1.ms365	Sham19Y0018197-ara1.ms40	1514	1515	152	وقال ابو عبيد في حديثه علي------------ه ا-لسلام من احبنا اهل البيت فليعد للفقر جلبابا او تجفافا قال وق-----د تاوله بعض الناس علي انه اراد من احبنا افتقر في الدنيا وليس لهذا وجه لانا قد نري من يحبهم فيهم	وقال--------- في حديث- علي رضي الله عنه انه قال من احبنا اهل البيت فليعد------ جلبابا و--تجفافا قال ابو عبيد تاوله بعض الناس علي انه----- من احبنا افتقر في الدنيا وليس لهذا وجه لانا--- نري من يحبهم فيهم	234.5	365	40	300	300	2710963541231505199	-3594426251417464082	120	203	74.87684631347656	28	Shia003895Vols-ara1	Sham19Y0018197-ara1
