b1	b2	bw1	bw2	e1	e2	ew1	ew2	first1	first2	gid1	gid2	id1	id2	len1	len2	matches	s1	s2	score	seq1	seq2	tok1	tok2	uid1	uid2	ch_match	align_len	matches_percent	w_match	series_b1	series_b2
600	1180	120	221	1174	1640	223	300	false	true	6856950372550636998	3980123073605773835	Shamela0010614-ara1.completed.ms515	Shamela0023787-ara1.ms036	1584	1640	408	اوحشني كثرة ما رايت من----- الاختلاف فيكم -قال المامون لنا اختلافان احدهما كالاختلاف ف--ي الاذان وتكبير الجناءز والاختلاف في التشهد وص---لاة الاعياد وتكبير التشريق ووجوه القراءات واختلاف وجوه الفتيا وما اشبه ذلك وليس هذا باختلاف -انما هو تخيير وتوسعة وتخفيف م-ن المحنة فمن اذن مثني واقام مثني لم يءثم ومن اذن مثني واقام فرادي لم يحوب لا يتعايرون ولا يتعابيون انت تري ذلك عيانا وتشهد عليه بتاتا والاختلاف الاخر كنحو اختلافنا في تاويل الاية من كتابنا وتاويل الحديث عن نبينا-------------------- مع اجماعنا علي اصل التنزيل واتفاقنا علي عين الخبر فان كان الذي اوحشك ---هذا حتي انكرت من اجله هذا الكتاب فقد ينبغي ان	اوحشني----- ما رايت من كثرة الاختلاف فيكم فقال المامون لنا اختلافان احدهما ك--اختلافنا في الاذان وتكبير الجناءز والاختلاف في التشهد وفي صلاة الاعياد وتكبير التشريق ووجوه القراءات واختلاف وجوه الفتيا وما اشبه ذلك وليس هذا باختلاف وانما ذلك ------توسعة وتخفيفا من ال-----------------------------------------------------------------------------------------------------------------------------محنة والاختلاف الاخر كنحو اختلافنا في تاويل الاية من كتابنا وتاويل الخبر- عن نبينا عليه الصلاة والسلام مع اجماعنا علي اصل التنزيل واتفاقنا علي عين الخبر فان كان الذي اوحشك هو هذا حتي انكرت --------هذا الكتاب ف---ينبغي ان	724.0	515	36	300	300	-9120222857211140169	996546565159125206	338	610	66.88524627685547	59	Shamela0010614-ara1.completed	Shamela0023787-ara1
1174	1	223	0	1584	343	300	62	false	true	6856950372550636998	3980123073605773835	Shamela0010614-ara1.completed.ms515	Shamela0023787-ara1.ms037	1584	1586	325	يكون اللفظ بجميع التوراة والانجيل متفقا علي تاويله كما يكون متفقا علي تنزيله ولا يكون بين جميع النصاري واليهود اختلاف في شء من التاويلات وينبغي لك ان لا ترجع الا الي لغة لا اختلاف في تاويل الفاظها ولو شاء الله ان ينزل كتبه ويجعل كلام انبياءه وورثة رسله------ لا يحتاج الي --تفسير لفعل ولك-نا لم نر شيءا من الدين والدنيا دفع الينا علي الكفاية ولو كان كان الامر كذلك لسقطت --------البلوي والمحنة وذهبت المسابقة والمنافسة ولم يكن	يكون اللفظ بجميع التوراة والانجيل متفقا علي تاويله كما يكون متفقا علي تنزيله ولا يكون بين----- النصاري-------- اختلاف في شء من التاويلات ------------------------------------------------------------ولو شاء الله ان ينزل كتبه ويجعل كلام انبياءه وورثة رسله كلاما لا يحتاج الي التفسير لفعل ولكننا لم نر شيءا من الدين والدنيا دفع الينا علي الكفاية ولو ----كان الامر كذلك لسقطت المحنة والبلوي-------- وذهبت المسابقة والمنافسة ولم يكن	587.5	515	37	300	300	-9120222857211140169	5134771607390223685	265	427	76.11241149902344	53	Shamela0010614-ara1.completed	Shamela0023787-ara1
1	343	0	62	142	520	29	99	false	true	6856950372550636998	3980123073605773835	Shamela0010614-ara1.completed.ms516	Shamela0023787-ara1.ms037	1572	1586	130	تفاضل وليس علي هذا بني الله الدنيا -قال المرتد اشهد ان----------- الله واحد لا ند-- له ولا ولد وان المسيح عبد----ه وان محمدا------------------- صادق وانك امير المءمنين حقا فاقبل	تفاضل وليس علي هذا بني الله الدنيا فقال المرتد اشهد ان لا اله الا الله وحده لا شريك له ولا ولد وان المسيح عبد الله وان محمدا صلي الله عليه وسلم صادق وانك امير المءمنين حقا وقال -	218.0	516	37	300	300	2578629365882040349	5134771607390223685	102	178	73.03370666503906	25	Shamela0010614-ara1.completed	Shamela0023787-ara1
1156	1	221	0	1599	453	300	80	false	true	6856950372550636998	3980123073605773835	Shamela0010614-ara1.completed.ms083	Shamela0023787-ara1.ms078	1599	1624	418	ومعني بديع واعلم ان ذلك اجدي عليك مما يعطيك يومك الاطول بالكد والمطاولة والمجاهدة وبالتكلف والمعاودة ومهما اخطاك لم يخطءك ان يكون مقبولا قصدا وخفيفا علي اللسان سهلا وكما خرج من ينبوعه ونجم من معدنه واياك والتوعر فان التوعر يسلمك الي التعقيد والتعقيد هو الذي يستهلك معانيك ويشين الفاظك ومن اراغ معني كريما فليلتمس له لفظا كريما فان حق المعني الشريف اللفظ الشريف ومن حقهما ان تصونهما عما ---------يفسدهما ويهجنهما وعما تعود من اجله ان تكون---- اسوا حالا منك	ومعني بديع واعلم ان ذلك اجدي عليك مما يعطيك يومك الاطول بالكد والمطالبة والمجاهدة و-التكلف والمعاودة ومهما اخطاك لم يخطءك ان يكون مقبولا قصدا وخفيفا علي اللسان سهلا وكما خرج عن ينبوعه ونجم من معدنه واياك والتوعر فان التوعر يسلمك الي التعقيد والتعقيد هو الذي يستهلك معانيك ويشين الفاظك ومن اراغ معني كريما فليلتمس له لفظا كريما فان حق المعني الشريف اللفظ الشريف ومن حقهما ان يصونهما عما يدنسهما ويفسدهما ويهجنهما فتصير بهما الي حد--- تكون فيه اسوا حالا منك	801.5	83	78	300	300	-7980321216676255981	1311155653789394829	343	456	91.66666412353516	69	Shamela0010614-ara1.completed	Shamela0023787-ara1
1	755	0	138	948	1624	183	300	false	true	6856950372550636998	3980123073605773835	Shamela0010614-ara1.completed.ms085	Shamela0023787-ara1.ms078	1579	1624	766	فلا تكرهها علي اغتصاب الاماكن والنزول في غير اوطانها فانك اذا لم تتعاط قر-ض الشعر الموزون ولم تتكلف اختيار الكلام المنثور لم يعبك بترك ذلك احد فان انت تكلفتهما ولم تكن حاذقا مطبوعا ولا محكما لشانك بصيرا بما عليك وما لك عابك من انت اقل عيبا منه وراي -----من هو دونك انه فوقك فان ابتليت بان تتكلف القول وتتعاطي الصن-عة ولم تسمح لك الطباع- في اول وهلة وتعاصي عليك بعد اجالة الفكرة فلا تعجل و----------------لا تضجر ودعه بياض يومك وسواد ليتلك وعاوده عند نشاطك وفراغ بالك فانك لا تعدم الاجابة والمواتاة ان كانت هناك طبيعة او جريت من الصناعة علي عرق --------------------فان تمنع عليك بعد ذلك من غير حادث شغل عرض ومن غير طول اهم--ال فالمنزلة الثالثة ان تتحول من هذه الصناعة الي اشهي الصناعات اليك واخفها عليك فانك لم تشتهه ولم تنازع اليه الا وبينكما نسب والشء لا يحن الا الي ما يشاكله وان كانت المشاكلة قد تكون في طبقات لان النفوس لا تجود بمكنونها مع الرغبة ولا تسمح بمخزونها مع الرهبة كما تجود به مع الشهوة والمحبة فهذا هذا وقال ينبغي للمتكلم ان يعرف اقدار المعاني ويوازن بينها وبين اقدار المستمعين	فلا تكرهها علي اغتصاب الاماكن والنزول في غير اوطانها فانك ان ل-م تتعاط قريض الشعر المنظوم ولم تتكلف اختيار الكلام المنثور لم يعبك ب----ذلك احد وان---- تكلفته و--لم تكن حاذقا مطبوعا ولا محكما لشانك بصيرا---------------- عابك من انت اقل عيبا منه وزري عليك من هو دونك ف---------ان ابتليت بتك----لف القول و-تعاطي الصناعة ولم تسمح لك الطبيعة في اول وهلة وتع-صي عليك بعد اجالة الفكرة فلا تعجل ودعه سحابة يومك ولا تضجر وامهلة ---------سواد ليلتك وعاوده عند نشاطك فا-----------نك لا تعدم الاجابة والمواتاة ان كانت هناك طبيعة و--جريت من الصناعة علي عرق وهي المنزلة الثانية فان تمنع عليك بعد ذلك مع ترويح الخاطر و-----------طول الامهال فالمنزلة الثالثة ان تتحول عن هذه الصناعة الي اشهي الصناعات اليك واخفها عليك فانك لم تشتهها --------------الا وبينكما نسب والشء لا يحن الا الي ما -شاكله وان كانت المشاكلة قد تكون في طبقات فان النفوس لا تجود بمكنونها و----------لا تسمح بمخزونها مع الرهبة كما تجود--- مع الرغبة والمحبة و-------------ينبغي ان ت--------عرف اقدار المعاني فتوازن بينها وبين اوزان المستمعين	1327.0	85	78	300	300	6055951947968181622	1311155653789394829	617	993	77.13997650146484	116	Shamela0010614-ara1.completed	Shamela0023787-ara1
5	547	1	111	305	797	61	159	false	true	6856950372550636998	3980123073605773835	Shamela0010614-ara1.completed.ms218	Shamela0023787-ara1.ms091	1500	1571	234	الي واءل بن حجر الحضرمي ولقومه من محمد رسول الله صلي الله عليه وسلم علي الاقيال العباهلة من اهل حضر موت باقام الصلاة وايتاء الزكاة علي التيعة --شاة والتيمة لصاحبها وفي السيوب الخمس لا خلاط ولا وراط ولا شناق ولا شغار فمن اجبي فقد اربي وكل مسكر حرام ومن حديث راشد بن سعيد ان رسول-- الله صلي الله عليه وسلم	-ل--واءل بن حجر الحضرمي------- من محمد رسول الله ال-------------------ي الاقيال العباهلة من اهل حضر موت باقام الصلاة وايتاء الزكاة علي التبعة الشاة والتيمة لصاحبها وفي السيوب الخمس لا خلاط ولا وراط ولا شناق ولا شغار ومن اجبي فقد اربي وكل مسكر ح-------------------------رام وكذلك كتابه صلي الله عليه وسلم	420.0	218	91	300	300	-5265661978482131117	1390789989902410869	187	304	76.97368621826172	39	Shamela0010614-ara1.completed	Shamela0023787-ara1
930	905	188	174	1270	1172	256	227	false	true	6856950372550636998	3980123073605773835	Shamela0010614-ara1.completed.ms074	Shamela0023787-ara1.ms112	1494	1554	220	ما عندك ---------------قال عندي قري كل نازل ورضا كل ساخط وخطبة من لدن تطلع الشمس الي ان تغرب امر فيها بالتواصل وانهي فيها عن التقاطع قالوا فخطب يوما الي الليل فما اعاد فيها كلمة ولا معني فقيل لابي يعقوب-------- هلا اكتفي ب---الامر----- بالتواصل عن----- النهي عن التقاطع او ليس الامر بالصه هو النهي عن القطيعة قال او ما علمت ان الكناية والتعريض لا يعملان في العقول عمل الافصاح	ما عندك في حمالات داحس قال عندي قرا كل نازل ورضا كل ساخط وخطبة من لدن مطلع الشمس الي ان تغرب امر فيها بالتواصل وانهي----- عن التقاطع------------------------------------------------------ فقيل لابي يعقوب الخريمي هلا اكتفي بقوله امر فيها بالتواصل عن قوله وانهي عن التقاطع ف--------------------------------------قال او ما علمت ان الكناية والتعريض لا تعم------------ل عمل الاطناب	316.0	74	112	300	300	-970166334563559854	5845216374440899446	174	376	58.51063919067383	38	Shamela0010614-ara1.completed	Shamela0023787-ara1
408	62	83	11	522	176	105	33	false	true	6856950372550636998	3980123073605773835	Shamela0010614-ara1.completed.ms465	Shamela0023787-ara1.ms123	1521	1497	114	وتعجبنا الرءيا فجل حديثنا اذا نحن اصبحنا الحديث عن الرءيا فان حسنت لم تات عجلي وابطات وان قبحت لم تحتبس واتت عجلي	وتعجبنا الرءيا فجل حديثنا اذا نحن اصبحنا الحديث عن الرءيا فان حسنت لم تات عجلي وابطات وان قبحت لم تحتبس واتت عجلي	228.0	465	123	300	300	-7591827135935153619	7106863424164257724	92	114	100.0	22	Shamela0010614-ara1.completed	Shamela0023787-ara1
923	620	173	122	1261	839	237	166	false	true	6856950372550636998	3980123073605773835	Shamela0010614-ara1.completed.ms226	Shamela0023787-ara1.ms160	1624	1531	198	من الملوك من اذا ملك زهده الله فيما في يديه ورغبه فيما في يدي غيره وانتقصه شطر اجله واشرب قلبه الاشفاق فهو يحسد علي القليل ويتسخط الكثير ويسام الرخاء وتنقطع عنه لذة الباءة ولا يستعمل العبرة ولا يسكن الي الثقة فهو كالدرهم القسي والسراب الخادع جذل الظاهر حزين الباطن فاذا وجبت نفسه ونضب عمره وضحا ظله حاسبه الله------- فاشد حسابه واقل عفوه ------الا من	ان الملك---- اذا ملك زهده الله في مال-----ه ورغبه فيما في يدي غير-----------------ه واشرب قلبه الاشفاق فهو يحسد علي القليل وي-سخط الكثير--------------------------------------------------------------------------------------------------------- جذل الظاهر حزين الباطن فاذا وجبت نفسه ونضب عمره وضحا ظله حاسبه الله عز وجل فاشد حسابه واقل عفوه وكتب خالد بن	343.0	226	160	300	300	-8558035179321401808	-8740023680956495414	158	351	56.410255432128906	33	Shamela0010614-ara1.completed	Shamela0023787-ara1
908	395	172	73	1270	594	246	116	false	true	6856950372550636998	3980123073605773835	Shamela0010614-ara1.completed.ms269	Shamela0023787-ara1.ms160	1527	1531	181	ان امرا لم يكن منها في حبرة الا اعقبته بعدها عبرة ولم يلق من سراءها بطنا الا منحته من ضراءها ظهرا ولم تطله غبي------ة رخاء الا هطلت عليه مزنة بلاء وحري اذا اضحت له منتصرة ان تمسي له خاذلة متنكرة وان جانب منها اعذوذب واحلولي امر عليه منها جانب واوبي وان اتت امرا من غضارتها ورفاهتها نعما ارهقته من نواءبها نقما ولم يمس امرء منها في جناح امن الا اصبح منها علي قوادم خوف	ان امرا لم يكن منها في فرحة الا اعقبته بعدها ترحه ولم يلق من سراءها بطنا الا منحته من ضراءها ظهرا ولم تظله فيها غيابة رخاء الا هب-ت عليه مزنة بلاء و-------------------------------------------------------------------------------------------------------------------------------------------------------------------لم يمس----- منها في جناح امن الا اصبح منها علي قوادم خوف	321.5	269	160	300	300	1805290523982891258	-8740023680956495414	139	368	49.184783935546875	35	Shamela0010614-ara1.completed	Shamela0023787-ara1
1050	736	212	135	1209	904	237	162	false	true	6856950372550636998	3980123073605773835	Shamela0010614-ara1.completed.ms555	Shamela0023787-ara1.ms162	1540	1651	153	قوما فقال--------- ادبتهم الحكمة واحكمتهم التجارب ولم تغررهم السلامة المنطوية علي الهلكة ورحل عنهم التسويف الذي قطع--- الناس به مسافة اجالهم فاحسنوا المقال وشفعوه بالفعال	قوما زهادا فاز قوم ادبتهم الحكمة واحكمتهم التجارب ولم تغررهم السلامة المنطوية علي الهلكة ورحل عنهم التسويف الذي قطع به الناس--- مسافة اجالهم فاحسنوا المقال وشفعوه بالفعال	282.0	555	162	300	300	6779566954941213856	-5246537033374190672	129	171	89.47368621826172	22	Shamela0010614-ara1.completed	Shamela0023787-ara1
